Bethune Cookman,MEAC,30,18,none,0,2018
Binghamton,AE,29,11,none,0,2018
SIU Edwardsville,OVC,30,9,none,0,2018
Dartmouth,Ivy,26,7,none,0,2018
East Carolina,Amer,30,10,none,0,2018
Youngstown St.,Horz,30,8,none,0,2018
Central Connecticut,NEC,32,14,none,0,2018
Sacred Heart,NEC,30,10,none,0,2018
Chattanooga,SC,31,10,none,0,2018
Marist,MAAC,31,6,none,0,2018
St. Francis NY,NEC,29,13,none,0,2018
The Citadel,SC,29,11,none,0,2018
Kennesaw St.,ASun,28,10,none,0,2018
Stetson,ASun,28,12,none,0,2018
Western Carolina,SC,30,12,none,0,2018
Grambling St.,SWAC,30,17,none,0,2018
Norfolk St.,MEAC,30,14,none,0,2018
Charlotte,CUSA,28,6,none,0,2018
Savannah St.,MEAC,30,15,none,0,2018
Detroit,Horz,30,8,none,0,2018
Loyola MD,Pat,30,9,none,0,2018
American,Pat,30,6,none,0,2018
Texas A&M Corpus Chris,Slnd,26,11,none,0,2018
Jacksonville,ASun,29,15,none,0,2018
North Carolina A&T,MEAC,33,20,none,0,2018
North Carolina Central,MEAC,32,19,R68,16,2018
Cal St. Northridge,BW,28,6,none,0,2018
Houston Baptist,Slnd,28,6,none,0,2018
Morgan St.,MEAC,30,13,none,0,2018
Southern,SWAC,31,15,none,0,2018
USC Upstate,ASun,28,7,none,0,2018
Maine,AE,30,6,none,0,2018
Cal Poly,BW,29,9,none,0,2018
Northern Arizona,BSky,30,5,none,0,2018
Arkansas Pine Bluff,SWAC,35,14,none,0,2018
Presbyterian,BSth,29,11,none,0,2018
VMI,SC,28,9,none,0,2018
Incarnate Word,Slnd,24,7,none,0,2018
Alcorn St.,SWAC,28,11,none,0,2018
Jackson St.,SWAC,30,12,none,0,2018
Howard,MEAC,31,10,none,0,2018
Bryant,NEC,31,3,none,0,2018
Longwood,BSth,30,7,none,0,2018
Alabama St.,SWAC,31,8,none,0,2018
South Carolina St.,MEAC,30,10,none,0,2018
Chicago St.,WAC,30,3,none,0,2018
Northwestern St.,Slnd,25,4,none,0,2018
Florida A&M,MEAC,33,9,none,0,2018
Coppin St.,MEAC,32,5,none,0,2018
Mississippi Valley St.,SWAC,32,4,none,0,2018
Maryland Eastern Shore,MEAC,30,7,none,0,2018
Alabama A&M,SWAC,31,3,none,0,2018
Delaware St.,MEAC,30,4,none,0,2018
